Semestr     | Zapsáno | Známka 1 | Známka 2 | Známka 3 | Známka 4 | Se zápoètem
ZS 2016/17	| 163     | 21       | 45       | 61       | 13       | 163
ZS 2017/18	| 158     | 28       | 42       | 80       | 30       | 158
ZS 2018/19	| 116     | 20       | 35       | 50       | 23       | 116
ZS 2019/20	| 167     | 13       | 34       | 81       | 5        | 167
ZS 2020/21	| 195     | 4        | 26       | 46       | 6        | 195
ZS 2021/22	| 194     | 7        | 17       | 70       | 9        
ZS 2022/23	| 125     | 20       | 33       | 68       | 30      
ZS 2023/24	| 125     | 19       | 51       | 86       | 24       
ZS 2024/25	| 304     | 0        | 0        | 0        | 0        
